Country Name,Indicator,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
China,GDP,CHN,59716467625,50056868958,47209359006,50706799903,59708343489,70436266147,76720285970,72881631327,70846535056,79705906247,92602973434,99800958648,113687586299,138544284709,144182133388,163431551780,153940455342,174938098827,149540752829,178280594413,191149211575,195866382433,205089699859,230686747153,259946510957,309488028133,300758100107,272972974765,312353631208,347768051312,360857912566,383373318084,426915712716,444731282436,564324670008,734547898224,863746717507,961603952954,1029043097559,1093997267277,1211346869600,1339395718863,1470550015078,1660287965664,1955347004966,2285965892364,2752131773359,3550342737010,4594307032668,5101703073089,6087163874511,7551500124197,8532229986994,9570406235660,10475682920598,11061553079872,11233276536745,12310409370894,13894817549380,14279937467431,14722730697890
Cote d'Ivoire,GDP,CIV,546203561.6,618245639.2,645284344.7,761047045.8,921063266.4,919771356.4,1024103034,1082922892,1281281246,1361360157,1455482990,1584128262,1849400600,2508421235,3070151901,3893839190,4662053708,6265067858,7900524898,9142935858,10175615442,8432588484,7567109767,6838185419,6841638715,6977650069,9158302205,10087653189,10255170460,9757410614,10795850107,10492628915,11152971316,11045759469,8313557450,11000146839,12139234939,11722142706,12612033729,12376639823,10743706069,11202353585,12405208665,15340993079,16584164236,17091723906,17816714954,20370544322,24322959641,24375209178,24908781285,25414875503,26789047555,31273074528,35363533866,45814637971,47964234560,51588158718,58011466451,58539424930,61348579465
Cameroon,GDP,CMR,614206071,652777613.6,694247725.5,718320701.4,776650126.2,814083378.5,851112662.7,936175404.6,1046191192,1100551379,1151217147,1236941201,1498252050,1901393216,2157415246,2857037371,2898089929,3394663844,4662851757,5919004207,6674567625,6610937473,6611255018,6870200659,7311937457,8544809794,11857056336,13049658331,12236058143,11012566161,12314482085,11840192674,12071775381,14524193694,8292531292,10020367061,10313258945,10043438503,10831221907,10706445653,10109045071,10380401989,11634008833,14581533773,17462229589,17951220881,19373256211,22394848085,26516681614,26122645991,26169323293,29375448542,29102772799,32357345501,34989493826,30928653814,32643697596,35009262788,38694156863,39007354359,39802147568
"Congo, Dem. Rep.",GDP,COD,3359404118,3086746857,3779841429,6213185743,2881545273,4043901818,4532660182,3384063372,3909780539,5032434970,4877684910,5594770359,6173712814,7870239461,9596960180,10237343174,9648583225,12344424764,15372608002,15068422236,14394927495,12537821038,13651667371,11006712650,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9633911368,8227200892,10706246371,5840529412,5647034188,5772020526,6091061291,6215716712,4711259427,19088046306,7438189100,8728038525,8937567060,10297483481,11964484668,14451902468,16737071816,19788515874,18648373312,21565720044,25839749199,29306235826,32679745298,35909040266,37917704900,37134799975,38019265626,46831342213,50400746171,49868970641
"Congo, Rep.",GDP,COG,131731862.6,151675739.2,166521239.9,172233430.9,185693724.8,198318063.9,220613582.4,237397428.3,251247458,265040036.1,274960699.9,322128019.3,410669262.9,541973362.5,585364635.4,767102679,754549600.5,765224030.6,878771771.3,1198749666,1705796850,1993512326,2160640567,2097274290,2193581366,2160872541,1849268215,2297753649,2212536313,2389593022,2798746051,2724853593,2933222714,2684323424,1769365425,2116003978,2540697688,2322718991,1949481297,2353909564,3227927593,2796704577,3034251042,3503723245,4656975223,6647357442,8065134528,8771102025,11602893043,9684321633,13135580695,15634897273,17693924573,17953617927,17889079958,11885478502,10158508345,11109029840,13642740884,12693562948,10884686143
Colombia,GDP,COL,4031152977,4540447761,4955543963,4836166667,5973366667,5760761905,5428518519,5825170438,5960212869,6450175214,7198360460,7820380971,8671358733,10315760000,12370029584,13098633902,15341403660,19470960619,23263511958,27940411250,33400735644,36388366869,38968039722,38729822782,38253120738,34894411352,34942489684,36373307085,39212550050,39540080200,47844090710,49175565911,58418985443,66446804803,81703500846,92507279383,97160109278,106659508271,98443739941,86186158685,99886577331,98211749596,97963003805,94641378693,117081522350,145619191582,161618581266,206181826825,242186950901,232397835678,286563105192,334943871932,370921320484,382116126449,381112119657,293481748241,282825009887,311883730690,334198214706,323429888934,271346896626
Comoros,GDP,COM,,,,,,,,,,,,,,,,,,,,,212218226.4,196349967.7,184008995.6,191621958.4,184697210,196726077.1,279197696.8,337525870.6,356500026.7,341476764,429622147.7,424108796.6,457388578.9,452881443.1,319189200.4,398461789.6,396053797.6,364445589.7,370106776,382454989.9,351136568.4,378512003.4,425964697.4,546885185,633706149.3,653845122.9,698431827.7,795673128.5,915659192.8,905341090.6,907978731.7,1023086273,1015843491,1116224107,1149587660,966029599.8,1012835493,1077439756,1178530634,1165839900,1219690025
Cabo Verde,GDP,CPV,,,,,,,,,,,,,,,,,,,,,142246875.5,139468114.6,140630758.6,138476239.4,132019065,137728155.2,190651208,235253171.8,264308140.3,267448513.1,306891107.3,319827058.6,357160985.3,490417389.7,406580652.3,487148993.5,501979069.3,490608657.9,521910560.5,592416703.1,539227277.6,563024383.3,620974660.2,813963830.2,924318490.8,971977088.2,1107891063,1513933983,1789333749,1711817182,1664310770,1865915544,1741809809,1850470042,1859898513,1596800287,1662998678,1769787215,1966983316,1981845741,1703698677
Costa Rica,GDP,CRI,507513830,490325181.6,479180824.3,511902136.8,542578367.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077152902,1238251696,1528916185,1666544754,1960863466,2412555426,3072427013,3523208810,4035519323,4831447001,2623807074,2606621255,3146770104,3660476459,3919203960,4418983871,4532952047,4614629898,5251025767,5711687787,7196276092,8564044017,9582866263,10486784805,11578594260,11678424512,12614602387,13684255950,14254866288,15013629665,15976174337,16578820687,17271760507,18610594846,20040642477,22715540324,26884700345,30801744881,30745712007,37658614803,42762617082,47231651865,50949672206,52016408951,56441917653,58847016045,60516043590,62335931464,63951114302,61520669890
Caribbean small states,GDP,CSS,1880306125,2038301741,2153895648,2290313588,2470264540,2660946063,2888647978,3102515476,3083590687,3359706536,3695257613,4017606923,4639299319,5076285828,6595605183,7706760555,7932122921,9210482686,9433651129,10835423670,13495267730,14890317368,16517827317,16735576444,15982827317,15814747523,14441278728,15521747480,16459864447,16872897191,18011678552,17878504939,17575413725,19033356740,20014967673,22072783646,24081792644,28202808369,30129171347,31944649116,34218221475,35249133289,36990732784,39545920869,43259612434,48918948074,55671360515,61875367419,70340115888,59411439578,64524447281,69668272159,72051116148,73419211007,74439627824,73063500001,69496735799,71763156884,75432216541,76644400521,68415253068
Cuba,GDP,CUB,,,,,,,,,,,5693005200,6914658400,8135150892,9987709650,11405957317,13027415244,13789579903,14206158675,17844705325,19584443288,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468666,28645436569,24316556026,22085858243,22367254865,28448326757,30429803651,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,52742800000,58603900000,60806300000,62080000000,64328000000,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,100050000000,103131000000,
Curacao,GDP,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3038699609,3131096089,3147616201,3158406034,3151910782,3122287933,3116610112,3127908045,3101787709,
Cayman Islands,GDP,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200439458,4466438858,4586114125,4281868715,4156990760,4186223809,4291159006,4405954638,4563017881,4708336733,4909498980,5166467299,5522625585,5935769351,
Cyprus,GDP,CYP,,,,,,,,,,,,,,,,489914760.7,576090073.7,734887974,964026512.2,1288715210,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9933133247,10011918444,9547818700,10248617647,10497908306,9985844486,10397897086,11420227885,14547325028,17320552500,18433411267,20072786351,23968764030,27844698989,25945391775,25732432719,27565469098,24978513427,23900872626,23156850007,19842404305,20953442550,22729184365,25309818139,24949065264,23804340377
Czech Republic,GDP,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40728950705,29859921159,34805013230,40866748705,47850203856,60147174077,67387788633,62180159376,66807429711,65173130995,61828166496,67808032980,82196001051,100090467581,119814434354,137143471328,156264095665,190183800884,236816485763,207434296805,209069940963,229562733399,208857719321,211685616593,209358834156,188033050460,196272068576,218628940952,248950103352,252498032247,245349489988
Germany,GDP,DEU,,,,,,,,,,,215838448138,249985055484,299801542047,398374021954,445303484242,490636517211,519754453161,600498238019,740469983447,881345176609,950290856467,800472055387,776576439107,770684323248,725111123634,732534887058,1046259374944,1298176105550,1401233225303,1398967436804,1771671206876,1868945197407,2131571696932,2071323790370,2205074123177,2585792275147,2497244606187,2211989623280,2238990774703,2194204133816,1943145384190,1944107382550,2068624129494,2496128668172,2809187981127,2845802760851,2992196713085,3421229126745,3730027830672,3397791053070,3396354075664,3744408602684,3527344944140,3732743446219,3883920155292,3356235704120,3467498002104,3681732583769,3975347237443,3888326788627,3846413928654
Djibouti,GDP,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,340989528,,373371738.3,395794538.6,409220087.1,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,2042817163,2214681574,2430287967,2603554907,2751461056,3012820410,3324634256,3384404260
Dominica,GDP,DMA,,,,,,,,,,,,,,,,,,45872947.41,57130215.56,55017758.89,72804653.33,82107391.11,89527576.67,98665191.48,109157070.7,119491933,135161958.5,151868754.4,171106184.1,185137243,201429629.6,219762963,234059259.3,245525925.9,264374074.1,274522222.2,292285185.2,302988888.9,322411111.1,331759259.3,333470370.4,340203703.7,333196296.3,343311111.1,367200000,364255555.6,390251851.9,421374074.1,458188888.9,489074074.1,493825925.9,501025925.9,485996296.3,498296296.3,520207407.4,540737037,576229629.6,519837037,551074074.1,574607407.4,469870370.4
Denmark,GDP,DNK,,,,,,,11931739859,13059064375,13505573867,15414902267,17075457600,19085731252,23232379952,30730626663,34160444798,40474406216,44575892473,49784338519,60362931854,70366241969,71127528700,61877813965,60412844679,60644782176,59105236854,62658568287,88078760104,109414423929,115552846617,112409222183,138247285816,139224688814,152915654479,143195627015,156162386725,185006881515,187632346388,173537647059,176991934993,177965188355,164158739098,164791442543,178635163717,218096033517,251373002954,264467336457,282884947703,319423424509,353361038818,321241303699,321995279402,344003137611,327148943812,343584391648,352993631618,302673070847,313115929314,332121063806,356841216410,347561349211,356084867686
Dominican Republic,GDP,DOM,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485500000,1666500000,1987400000,2344800000,2925700000,3599200000,3951500000,4587100000,4734400000,5498800000,6761300000,7561300000,8267400000,9220600000,11594000000,5044592945,6122198120,5826987099,5374314928,6686593060,7073675545,9824498183,11605382504,13081042400,14644711385,16637370839,18241691857,20017480055,21672231761,22136621337,24305717542,25601765401,27137508657,21403167848,22322395368,35777570136,37879869898,43965420072,48122547177,48261033298,53860175556,58029750746,60681537196,62682163837,67179914027,71164825257,75704720190,79997975622,85555378043,88941299734,78844702329
Algeria,GDP,DZA,2723593385,2434727330,2001428328,2702960118,2909292864,3136258897,3039834559,3370843066,3852115817,4257218772,4863487493,5077222367,6766766611,8707847924,13210029612,15557934268,17728347375,20971901273,26364491313,33243422158,42346380831,44348672668,45207088716,48801369800,53698278906,57937868670,63692238160,66746396416,59089067187,55634414465,62048562947,45715614560,48003078389,49945599429,42543178042,41764315330,46941582519,48177612042,48187747529,48640653469,54790379459,54744725766,56760318215,67863841333,85332581189,103198251003,117027321306,134977125919,171000653425,137211049535,161207310515,200013038489,209058991952,209755003251,213810023703,165979173991,160034162958,170097230858,175414987761,171157803367,145163902228
East Asia & Pacific (excluding high income),GDP,EAP,80176748539,70381284583,64494446886,69838534496,80970669763,94494340402,103445325647,100235256759,101170435002,113603730632,126638212503,136187246390,154498766853,194521846159,219457247093,246716810139,250419205380,289378963157,280149555001,324502313288,374449732507,399574562334,419350763226,440022710698,477597645390,523411450011,521934179041,515474723196,571685596704,617849739648,662277586723,718755640859,805435045775,884247431058,1063756460758,1312969764461,1508081025623,1562083257243,1431710724151,1574913957552,1732344548548,1845375776924,2045720848724,2312840928030,2681673288285,3106693308791,3743273233011,4737476959223,5986875779621,6497291614810,7871675544536,9608251738783,10714042005324,11825908095612,12747603872581,13278535593051,13561295068501,14824735015347,16576160620810,17145147724010,17442981746026
Early-demographic dividend,GDP,EAR,154718824692,155454485864,160645590110,170331566435,195518397807,212042818853,209082668906,219706224612,237831361268,265668136608,281121290120,304424977692,333205433414,425860322629,596485610131,641476003010,701136146005,783326163882,870179272919,1057322206640,1316006183033,1468764167380,1396675178283,1406171990072,1396230784988,1434154875341,1438323793853,1437416084641,1525008476216,1550869829556,1819730852561,1921430604189,2109242364071,2318771636297,2424467582839,2477469144619,2698246260651,2885554867314,2852026148216,3018667663034,3284843408912,3252680972747,3160812740373,3513814747848,4085722968707,4762795816444,5447392817960,6465168030975,7283824628024,7016807175661,8519220025153,9545032514174,10009515831074,10192455189112,10544952265725,10031734819887,10266183156915,11093521096556,11151451759955,11468653630870,10556582339094
East Asia & Pacific,GDP,EAS,153305087589,153752989937,157316233451,175548893792,201692888827,224644467484,251157359610,272137867229,299849805338,345400327951,407764662463,452556992664,561776223317,740498018607,852544678504,933453221718,1026230207493,1223358172354,1544126227928,1676753235062,1812094653933,1997646943694,1957580565018,2083710802898,2232192026331,2355887025427,3079471595233,3616581442691,4351851180606,4532189100978,4733640395422,5344986895707,5839915531290,6531755007991,7397219765091,8398751656136,8090005884226,7733357448509,6928154339111,7737935270550,8370953335224,7784572502584,7910240610948,8695595293798,9749786432002,10402792582428,11027234857907,12327520169063,14210881845642,14629877090877,17042627990463,19748940250149,21125846896366,21364177305473,22033661406212,21950700826847,22725056017844,24277603466954,26423494968649,26993294396977,27037637776709
Europe & Central Asia (excluding high income),GDP,ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889776561504,863838880963,918088214185,890913790292,823207925176,816148516888,707691377229,759426160231,767105993041,797772877113,748049899976,628434961221,699699778419,695516132612,796227166663,1004189934373,1330511314959,1685902327381,2068464629933,2678370639205,3316902511132,2608099242369,3111286257559,3843565605092,4074705077727,4329802436641,4041744187937,3094795378990,2961397287993,3326908116207,3421588877159,3491568511353,3217679452264
Europe & Central Asia,GDP,ECS,,,,,,,736243413141,792887928969,829410883159,917382868503,1014867181486,1144534397609,1371409084944,1741899749374,1968279714943,2299351440568,2390170594817,2708771426869,3306044203278,4044323712956,4580826186354,4077007561752,3928880373587,3811439785444,3663318550747,3791007516623,5174431547590,6393991241684,7117312588760,7212243331481,8823550751247,9116402721446,9798364821343,9003848710452,9416199269932,10866742014590,11090427630997,10519217192165,10792336170259,10668543085589,10041028876589,10150645769773,11093728832885,13509324601484,15745813213293,16764279084936,18152566717651,21209066850726,23289449209614,20489453496497,20991673097817,23269736358264,22433576706508,23441894682470,23765016126237,20476945517514,20408870483196,21607011274168,23170422524927,22874770915251,22050903154725
Ecuador,GDP,ECU,2069465326,1753850417,1518208221,1824344492,2244146868,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,101726331000,99290381000,99937696000,104295862000,107562008000,108108009000,98808010000
"Egypt, Arab Rep.",GDP,EGY,,,,,,4948667540,5278005612,5605484299,5932242991,6524455206,8042200452,8609283346,9299638056,10098534613,9228963225,11632178869,13315988083,14400806876,14811704063,18020571429,21669908177,22136081081,27655172414,30966239814,33971188992,39053502251,41253507951,40455616654,34980124929,39756299050,42978914311,37387836491,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,96684636119,85146067416,80288461538,78782467532,89600665557,107426086957,130437828371,162818181818,189147005445,218983666062,235989672978,279116666667,288434108527,305595408895,329366576819,332441717791,235733695652,249712999437,303080865604,363069245165
Euro area,GDP,EMU,244822539134,268953736576,298806330619,335327467030,373008247777,407723181733,444863782039,483397994999,518969548004,579308193067,642669134128,728403669396,879932833969,1142327988116,1295481303256,1502107641581,1567615316841,1783110552106,2183508642200,2645026299319,2962390980650,2574551314437,2492655499268,2431768503914,2332557727654,2396344268678,3363140367685,4159721495724,4574849929021,4673039717130,5881134125215,6114606109337,6746160408307,6173029074506,6516237677230,7516443641630,7605470787118,6952422435285,7149319308962,7114132416021,6479597984299,6590558832199,7166178519812,8842895422698,10141577708113,10519299756030,11174283119535,12862235664357,14098396369493,12884907142350,12625634695311,13618703408464,12636256386760,13188390441990,13488757333327,11667005182107,11962730074658,12644856658200,13692256054604,13406731505749,13011006176984
Eritrea,GDP,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467872714.8,531688311.7,578015625,693535954.2,686490090.1,745526154.9,688921325.7,706370815.6,752368495.5,729321366.7,870247703.2,1109054005,1098425901,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,,,,,,,,,
Spain,GDP,ESP,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40992995008,46619420359,59132415221,78639525985,97274006346,114777046377,118507184780,132449277108,160599687500,214601955875,232766822929,202807891512,195996754506,170951185615,172102910371,180793463796,251321075205,318747935588,376160409941,414757056922,536558591250,577166174540,630916018203,525075636031,530562634455,614609020550,642588992513,590077272727,619214834614,634693160026,596877648793,627286800895,705394315829,905492099323,1067093369754,1153285660987,1259343871534,1472131125103,1625224842537,1485583495415,1420722034063,1478772824224,1324820091195,1354757433213,1369398844600,1195119269972,1232076017362,1309297246509,1420300232664,1393046093137,1281484640044
